Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
Age dependency ratio (% of working-age population),SP.POP.DPND,"Bahamas, The",BHS,57.2718451678878,56.697677850749,56.4248506332485,56.4654587312878,56.4762675239241,56.248011391791,55.8340743466307,55.387729133164,54.946647539695,54.3717585362562,53.6328957755267,52.8615219095053,52.2257113297754,51.6906047637187,51.1618377921117,50.6671229672243,50.2161680957188,49.7600763735942,49.3325649838441,49.0433169870458,48.3484951454381
Age dependency ratio (% of working-age population),SP.POP.DPND,Bahrain,BHR,56.1540481241946,56.3258394160584,56.1743730142635,55.5533866345666,54.6261109807908,53.4990533623168,52.1957801766438,50.7300433268358,49.2183876930177,47.7892489190199,46.4929475960054,45.2907482237966,44.0602789093121,42.2257431966915,39.5419545704924,36.8278607448222,34.5669105826265,32.6902845133968,31.0873941146956,29.6043479311944,29.1753145708404
Age dependency ratio (% of working-age population),SP.POP.DPND,Bangladesh,BGD,86.5150297854409,84.9291995495456,83.2155468042664,81.4948222681834,79.7214520835482,77.9108096263589,76.0649837755434,74.25907047846,72.6011367702478,71.0928971411094,69.6918052448483,68.5063882588426,67.5242619506374,66.6270994582464,65.7278258408799,64.8145748472084,64.0667576228717,63.3886751473079,62.75268799153,61.962392753333,60.8462967220819
Age dependency ratio (% of working-age population),SP.POP.DPND,Barbados,BRB,54.5591325945739,53.6192489680862,52.8052146338599,52.1801240787387,51.7118245162487,51.3440844704728,50.9757961197957,50.5740419762832,50.1455085966821,49.7797281896889,49.4460506403451,49.0335044309413,48.7021937975411,48.3877051772054,47.9325638412165,47.3894352253957,46.8017653668891,46.3712395321625,46.3497772290515,46.6266079710378,46.7562023206616
Age dependency ratio (% of working-age population),SP.POP.DPND,Belarus,BLR,50.8818192506721,51.3551370370469,51.7479774301584,51.9974526188592,52.0934694105181,52.0055023504281,51.6533302603323,50.997132415997,50.0361983023443,48.9281482743445,47.9123388018573,46.9888418709131,46.1008713732273,45.2892853933144,44.5244474362223,43.8196874573069,43.1619683681836,42.5049424611668,41.9064494259393,41.4952558675469,41.3429030074934
Age dependency ratio (% of working-age population),SP.POP.DPND,Belgium,BEL,49.3685608143851,49.9067174103177,50.3775397423846,50.7480316902761,51.0360695635295,51.332458095788,51.64268022825,51.9344803730028,52.1670325304315,52.3297104498577,52.4616958812104,52.5310205340514,52.5222713993193,52.4777612507483,52.4358552034928,52.2760204384878,51.8960731799832,51.5139416439541,51.4070573120328,51.564222541016,51.8176168633199
Age dependency ratio (% of working-age population),SP.POP.DPND,Belize,BLZ,93.4205508474576,92.7853598014888,91.8268600747961,90.4088096568901,88.8642464162653,87.1804538934049,85.3652288366916,83.4688186581038,81.5801584033715,79.7915733201489,78.161660626811,76.7635386906246,75.5470673350569,74.384532561811,73.2542593017037,72.1090690336759,70.9001692848603,69.6212285528374,68.2917563631759,66.8982846457467,65.1004372184093
Age dependency ratio (% of working-age population),SP.POP.DPND,Benin,BEN,97.3236062106697,97.2368449980791,97.1106833424224,95.0936836929995,94.3359567876426,95.7577005497005,96.0924753029798,95.8017600320786,95.2740196087154,94.67598208494,94.0252714487637,93.3456707115681,92.6747753855487,92.0601737095595,91.530755831162,90.8487239036714,90.338885185238,90.0510325739506,89.591635247116,88.914926513279,88.2084184308842
Age dependency ratio (% of working-age population),SP.POP.DPND,Bermuda,BMU,39.4855638107778,39.7012876349176,40.0678873643448,40.4400896390597,40.7879435148926,41.0491276942326,41.2739063013956,41.5002105066193,41.6751906267435,41.8164989008446,41.9262285674937,42.0190406943719,42.0616461555832,42.0789302461242,42.0769899471725,41.9493306781724,41.6220368744513,41.3497146342526,41.3722899655628,41.5239984475398,41.9256418079589
Age dependency ratio (% of working-age population),SP.POP.DPND,Bhutan,BTN,81.5428027138348,81.4303245682437,81.134228922738,80.6401714707851,79.9930939226519,79.1664827010009,78.1619482314569,76.9589205106218,75.5433515448261,74.102487483306,72.5751702369652,70.7257984632148,68.5938619162652,66.2232314977789,63.6416048176756,61.2694924072606,59.4050544798489,57.7469254375205,56.1374080362196,54.6577228220992,53.3287114812456
Age dependency ratio (% of working-age population),SP.POP.DPND,Bolivia,BOL,79.9054001327958,79.6390403535607,79.3238076091166,79.2042270834051,79.2420262489327,79.1621627488008,78.9748387138687,78.6718817241131,78.2601812130185,77.7562531845433,77.1276994863854,76.2030284226898,75.0156373111258,73.764147604152,72.4862797471775,71.2034958606695,69.9695743183165,68.8038476453961,67.6914750295564,66.6531316735419,65.688359172666
Age dependency ratio (% of working-age population),SP.POP.DPND,Bosnia and Herzegovina,BIH,45.1225836367006,45.0900935013124,47.0975814411447,50.3421893176842,52.2266351396624,51.9488243446963,49.4598754217691,47.4667696472127,46.3752459709146,45.5803738874692,44.8641652567943,44.258092337658,43.7880925797812,43.5089293554619,43.5031043163923,43.4816266426123,43.2518612992718,43.067696871369,43.0627625020543,43.1463598307825,43.1246563736492
Age dependency ratio (% of working-age population),SP.POP.DPND,Botswana,BWA,94.3338553338944,92.7798242257864,90.8814132277819,88.7528930665796,86.5894021243406,84.3556710572988,81.9930132270172,79.6079214290071,77.3562895803519,75.2780103453421,73.3487310903198,71.5672747066344,69.8812431567422,68.3026505739947,66.9006820260942,65.6977080097976,64.6676132167534,63.7223231683412,62.8120878639572,61.9736936757472,61.2920240157061
Age dependency ratio (% of working-age population),SP.POP.DPND,Brazil,BRA,65.8512763734757,64.891145877871,63.8485500149523,62.7439202708749,61.6032229478875,60.437506113347,59.2563650081037,58.0712805581647,56.9075346251494,55.7673493611067,54.64985123917,53.5826685429621,52.5623145832539,51.5794838966641,50.6713082138797,49.8581581915989,49.1103136495927,48.4028507804054,47.7084037642828,47.0175113122603,46.3328543349601
Age dependency ratio (% of working-age population),SP.POP.DPND,British Virgin Islands,VGB,49.0409390208989,48.6786176307522,48.0100619890396,47.3210383707718,46.6638334041649,46.0057827344073,45.4954231572186,45.1854744240531,44.9475763561769,44.8207024029575,44.8591397074717,44.1722501395868,42.4775799759068,40.745246174531,39.4328156650912,38.6440077889892,38.2516767079686,38.1918920401558,38.5190685832494,38.9508297795818,38.9031705227078
Age dependency ratio (% of working-age population),SP.POP.DPND,Brunei Darussalam,BRN,62.7929669291534,62.7054468280095,63.1551707913804,63.661081251976,63.7664574252649,63.4695684491277,62.7247991156839,61.5118059888515,59.929164814195,58.1559769231141,56.3214193759802,54.4697903822441,52.6404111845718,50.8821649264863,49.2314061562028,47.7184657649021,46.3394241526172,45.0591538075596,43.850153362759,42.704471500128,41.6361796250004
Age dependency ratio (% of working-age population),SP.POP.DPND,Bulgaria,BGR,52.4782221189955,52.2458574639194,51.8836863494563,51.4895384531759,51.0010114912271,50.4343520171572,49.8698759045157,49.267737475539,48.680558644269,48.2768148443248,47.9677056906776,47.573074923193,47.0954638770467,46.5632780839717,46.0676943391448,45.716621515721,45.6032584688506,45.7478121422868,46.0788505476864,46.6383426992574,47.4565163124142
Age dependency ratio (% of working-age population),SP.POP.DPND,Burkina Faso,BFA,101.175345439067,101.741252967127,102.18170022475,102.291280777746,102.117219806064,101.779681596516,101.430429449342,101.007068682538,100.245724667878,99.1995784418827,98.067164447787,96.8843140129043,95.7200172599316,94.6996143837491,93.8589043392833,93.2062503794193,92.8290912147205,92.7680539355925,92.9657390598182,93.2522580537611,93.5238467586573
Age dependency ratio (% of working-age population),SP.POP.DPND,Burundi,BDI,105.506539995286,106.390406072308,105.953596389213,115.249524571184,115.887561170438,106.678397332348,108.759473013725,110.106261482695,107.623425754652,104.57540419844,102.550156994492,100.294258413966,98.1637565218221,96.119906514379,93.8737713903128,92.3168260961908,91.4692787978689,90.9359252869047,90.1236016809112,89.2869274930479,89.4163225949188
Age dependency ratio (% of working-age population),SP.POP.DPND,Cabo Verde,CPV,107.947408949605,108.039227725093,107.320740378874,105.946303996972,104.06446237324,101.781483752299,99.2376093777359,96.5909039034789,93.8995383910638,91.1890770238207,88.4004226400201,85.5427203911871,82.715377279449,79.9191263547647,77.1512099930462,74.4279550787679,71.757115462079,69.1269455660362,66.5522238032453,64.0641952839884,61.6356706702516
Age dependency ratio (% of working-age population),SP.POP.DPND,Cambodia,KHM,89.1543720411491,91.5574048761959,92.7957523182889,92.952097401022,93.6157001888946,93.6042065704525,92.2322613473056,90.2090714778464,84.638141535776,79.0439786838595,76.1997010425128,73.4009986775182,70.7136655282385,68.1480988630154,65.7986263919281,63.6493230644588,61.6085141906175,59.7447097371679,58.070490664085,56.6706735225554,55.6252157468726
Age dependency ratio (% of working-age population),SP.POP.DPND,Cameroon,CMR,99.9105602715162,100.009102347234,99.9888534191642,99.7842604183466,99.4035675759395,98.8512466539283,98.0747159391844,97.086937098685,96.0921432862073,95.2317489723385,94.4098076280464,93.5128715878814,92.5642452232937,91.711733382286,91.0055164017702,90.400210115987,89.870399384588,89.3430074784402,88.8326537787285,88.4005276583246,88.0478309264049
Age dependency ratio (% of working-age population),SP.POP.DPND,Canada,CAN,46.9181900954048,47.2479662916067,47.5698942740283,47.7750413139862,47.8141413206463,47.7489897262044,47.6195513844602,47.4343781311248,47.1728671696724,46.7918477767263,46.3446261705086,45.896321995766,45.4666024190812,45.0746768992117,44.6737420368794,44.2664088189849,43.9637007087957,43.8361202754021,43.8542557811059,43.9493711328922,44.1358717663368
Age dependency ratio (% of working-age population),SP.POP.DPND,Caribbean small states,CSS,70.969389181288,70.0876033028804,69.2387850716655,68.4200816853304,67.5538715130729,66.5477667838807,65.3571446322355,64.085231811886,62.791552121725,61.4541924886901,60.028716277777,58.551988892317,57.1244987342232,55.7705924304074,54.5328729900637,53.4464802313937,52.4280719248148,51.3945583339659,50.3894612849803,49.4677843160136,48.5399235305791
Age dependency ratio (% of working-age population),SP.POP.DPND,Cayman Islands,CYM,40.1410725823821,38.873368212526,37.7245221400442,36.7912928639738,36.0498852466115,35.4391180478137,34.9234532828283,34.4951423279023,34.1222593291709,33.7711331563504,33.659128441913,33.6393229166667,33.4548769371012,33.2057823129252,32.9048541409873,32.5438248142055,32.1519681799479,31.7700453857791,31.3937649387031,31.111665004985,31.017856710198
Age dependency ratio (% of working-age population),SP.POP.DPND,Central African Republic,CAF,92.9223200225802,93.4312620266674,93.7212904362105,93.7865763501217,93.6668803100766,93.5874674986692,93.4736292332081,93.1636763335858,92.767945255989,92.3020470391295,91.7731557271465,91.4058929597322,90.9820788251825,90.6651811840553,90.6485725695786,90.5489602018115,90.815181675064,91.3226877014093,91.6485159919707,91.9547504652165,92.4333502776822
Age dependency ratio (% of working-age population),SP.POP.DPND,Central Europe and the Baltics,CEB,52.0955819509568,51.6297769347108,51.1136016434885,50.5864545924413,50.0393180178496,49.4999029498434,48.9734778088696,48.4199860103788,47.8086337520141,47.1338443036725,46.4090253784052,45.6939213580105,45.0519005633914,44.4426833564424,43.9048199197218,43.4904814543664,43.2081308285548,43.0559839618625,43.0543611489207,43.2211086635094,43.470308531387
Age dependency ratio (% of working-age population),SP.POP.DPND,Chad,TCD,102.128796156581,101.731119010926,100.748092424832,103.186691093386,105.593755535099,104.289336014545,103.621487530386,104.994172795594,105.864830351645,106.113804704067,106.532123352072,107.246286762243,107.502846060135,106.528682446302,104.797634160157,103.947984250055,103.890227204643,103.932227295351,103.636001017202,103.336100815104,103.395422087249
Age dependency ratio (% of working-age population),SP.POP.DPND,Channel Islands,CHI,44.1396278640627,44.3899304351374,44.9091836734694,45.3684500883708,45.7109836048807,45.9095421839657,46.0945487261277,46.2681244332134,46.3417356713752,46.34025567177,46.2125176091769,46.2106801754,46.3445436646049,46.3780700802242,46.3375967588832,46.1717454746415,45.8113475449469,45.3871772732017,45.0932692127064,44.9416867559593,44.8429582729563
Age dependency ratio (% of working-age population),SP.POP.DPND,Chile,CHL,55.7848860662158,55.813753899668,55.8583820526315,55.851750082945,55.7915535376821,55.6463826521733,55.395947271533,55.0523470721604,54.5987661575345,54.0219540307226,53.3640278524389,52.6469696326084,51.8673675199797,51.0078098071067,50.0616061441261,49.0782258087557,48.1184702859473,47.2550833707076,46.5423997651306,45.9708879343902,45.5012235797016
Age dependency ratio (% of working-age population),SP.POP.DPND,China,CHN,51.9303547350579,51.8628983790976,51.6033297841624,51.39483877595,51.009961977054,50.420393761166,49.6393573501919,48.5804023875333,47.6339316326495,46.8316074842524,45.8885561082242,44.7273941272428,43.2813845882223,41.8422264034976,40.4639037516393,39.0319887862999,38.0077592231463,37.513489367054,37.2240232164871,37.1039604967079,37.1198906844997
Age dependency ratio (% of working-age population),SP.POP.DPND,Colombia,COL,67.1554112816468,66.587299870706,65.9977933504703,65.3338912807784,64.5849019677606,63.7775781976549,62.9431588051336,62.0646207318637,61.1673085212972,60.265257978449,59.3493797179637,58.4084879349835,57.4350777637802,56.4397817904128,55.4201728777117,54.3848638924084,53.3334162622954,52.2801185128903,51.2598998318978,50.2808640395852,49.3604454860517
Age dependency ratio (% of working-age population),SP.POP.DPND,Comoros,COM,102.564957947658,102.36231280627,102.272828756419,102.197773423351,101.940596424185,101.404703717427,100.638095779313,99.6754004119766,98.5454209621001,98.2373231109873,98.9186104255146,99.7206958538284,100.461849045643,99.867486520785,97.8403330734743,95.7305856904609,93.7742554712011,91.861799566452,89.9375092408474,87.9959269543743,86.0828719252065
Age dependency ratio (% of working-age population),SP.POP.DPND,"Congo, Dem. Rep.",COD,90.4898071464652,90.575461883307,91.1192187726934,91.4314165143946,89.8087714344829,89.2355343258505,91.6354124284588,94.2478415906359,95.5561016131927,96.0268923284127,96.3636013340812,96.4493190857891,96.4464430359714,96.6177423683261,96.7493978867594,96.7306158396294,96.705063177692,96.7284421868659,96.8815935860024,97.1315817425835,97.1462850892734
Age dependency ratio (% of working-age population),SP.POP.DPND,"Congo, Rep.",COG,91.0802198664845,90.3922615822428,89.7796531060857,89.0727583874617,88.4250615031113,87.9440809425478,87.4424098839047,87.6363282751581,87.6340977750294,86.7348239963652,84.3571505043006,82.3130410326198,82.0639647847718,81.4312642245928,80.2698593767967,79.1289258423284,78.0728855349671,77.3273051859428,77.1978352896318,76.6379201251377,76.2052785131987
Age dependency ratio (% of working-age population),SP.POP.DPND,Costa Rica,CRI,67.9862302706394,67.7047261439509,67.2005911018634,66.5067952287935,65.625661595424,64.5932820384776,63.4470639302659,62.1996726876353,60.8526312776547,59.4492597727005,58.0479586037011,56.663577114224,55.3041421741102,53.9831275499288,52.7261992874357,51.5476276170829,50.4760189555216,49.5374631757236,48.736264698371,48.0419774851338,47.4197998044928
Age dependency ratio (% of working-age population),SP.POP.DPND,Cote d'Ivoire,CIV,98.8512726573341,97.8653278215709,96.5701957998273,95.1098752809848,93.6145553831082,92.2003351607497,90.9769841642344,90.0088998605238,89.5452906412572,89.8424573896994,90.7320131921026,91.917792639148,92.6826156306792,92.679570644514,92.2494011677462,91.5631089784824,90.7475138425302,89.8333133292342,88.8823142926932,87.9418953101241,86.9729511231368
Age dependency ratio (% of working-age population),SP.POP.DPND,Croatia,HRV,46.1900489486266,46.4127026552751,46.6730090735096,46.6074623336412,46.4042712555704,46.6967255407819,47.336838477351,47.8463439896535,48.2799934957668,48.6402305199842,48.9368467787417,49.2199657667838,49.4424100446781,49.5286098533796,49.614199408161,49.7563500984155,49.8625007517182,49.9662853794756,50.0540022603654,49.9881024920663,49.6821965238154
Age dependency ratio (% of working-age population),SP.POP.DPND,Cuba,CUB,45.3358470748009,44.9977012981406,44.7850648782214,44.6888356955577,44.7823299498238,45.0527332240618,45.3784935895991,45.5504988003937,45.4951234856617,45.350663046805,45.1573443208506,44.9645778460348,44.7829322311389,44.5197691703069,44.1528573558474,43.7777259288853,43.4571412046208,43.2833684213738,43.3002436455257,43.4543646384114,43.6885202193097
Age dependency ratio (% of working-age population),SP.POP.DPND,Curacao,CUW,54.1070482246953,54.3756681633526,54.6360070918176,54.7923751086129,54.8467912892658,54.8628375710887,54.8228023576969,54.7247286242222,54.5965265219206,54.4532080822403,54.2467994883791,53.8967001776919,53.3281118350007,52.5790965353693,51.7888854954924,51.0374035834586,50.5393191362367,50.3998663631998,50.4600024753496,50.6149411728503,50.84601339014
Age dependency ratio (% of working-age population),SP.POP.DPND,Cyprus,CYP,52.627279730865,52.4587067391441,52.3430524251988,52.4948813715155,52.5702918634526,52.196064590135,51.4980099982097,50.6013340604942,49.5989584696308,48.5497424776362,47.4847536080406,46.5036366673247,45.753360420494,45.0655104156848,44.2280274273999,43.2827015645465,42.2987575923042,41.3618933658741,40.5380996306403,39.8638594229573,39.3646904688766
Age dependency ratio (% of working-age population),SP.POP.DPND,Czechia,CZE,51.454820657593,50.4044263227421,49.4290658441577,48.4799705163194,47.5375701184902,46.6880379666556,45.9912916778416,45.3322140187104,44.6776057749767,43.9957343973443,43.2795860048769,42.5561982948687,41.8688526642889,41.2165152705452,40.6921344941252,40.3801360329118,40.2490975292973,40.3684559729895,40.8261693664695,41.6013250190629,42.5808519804881
Age dependency ratio (% of working-age population),SP.POP.DPND,Denmark,DNK,48.4916266308349,48.2568462702507,48.2275024750588,48.2510041732692,48.3084138613151,48.4565224729795,48.6900318338537,48.9902055335367,49.3147121813682,49.6397207519497,49.9536907542144,50.2226519366443,50.4424340420673,50.6383843227599,50.8051838032378,50.9543713399471,51.1108467814889,51.351523619863,51.7405516069477,52.2418837424563,52.8567630158142
Age dependency ratio (% of working-age population),SP.POP.DPND,Djibouti,DJI,87.7693699086485,87.1508712585905,86.4957715120211,85.7280461865694,84.9062087578036,83.9915254237288,82.7855279573551,80.4256491866086,77.671645454406,75.696746035429,74.2560981051079,72.9299528530991,71.7536467198022,71.3418818854976,71.3787608136153,71.1583861039812,70.3976726312867,69.3140900195695,68.2080407256543,67.1282420321681,66.1573362737478
Age dependency ratio (% of working-age population),SP.POP.DPND,Dominica,DMA,72.8555080107473,73.3925168020865,72.6936531734133,71.7417752948479,70.9352304728027,70.2026661419647,69.5120456829155,68.7784021500122,68.0045815665058,67.1728232832044,66.2903578988346,65.1353250466429,63.6742914688534,62.2040526128688,60.8208255159475,59.4534351854002,58.1148219707425,56.7449916812909,55.4044283777677,54.2620708214662,53.3238186562005
Age dependency ratio (% of working-age population),SP.POP.DPND,Dominican Republic,DOM,72.9272573131403,72.2222826920274,71.5457698130682,70.8933715629079,70.2863475894601,69.6855543900238,69.0532294184941,68.3804535899303,67.6087244244787,66.8005480318071,66.0622547454603,65.3625675352946,64.6205413754333,63.8003035497694,62.8735002221626,61.849303783061,60.7597196487107,59.6451615094135,58.5820360525896,57.6136132329239,56.7623497943806
Age dependency ratio (% of working-age population),SP.POP.DPND,Early-demographic dividend,EAR,76.8720744511426,76.2174384604833,75.6203060731767,75.0098523455754,74.2769493104114,73.4065132528916,72.4535053321409,71.4342727132362,70.3472505928582,69.243869596876,68.1584488620415,67.1121303460459,66.1381206805232,65.1907107141064,64.2286389090679,63.2776974089452,62.3311436900013,61.4005956394769,60.5386470177896,59.7230729776122,58.9270912353165
Age dependency ratio (% of working-age population),SP.POP.DPND,East Asia & Pacific,EAS,55.211316075217,54.9020446756335,54.5004921015673,54.1317184236017,53.656677482027,53.0494341017425,52.3231447480541,51.4336890329407,50.5970876614034,49.8559428176004,49.0737466491682,48.2001822185713,47.169720758615,46.1435756816982,45.1526454172003,44.1402062562927,43.3921014099558,42.9767658108926,42.6859262735507,42.4979322050422,42.3914898950456
Age dependency ratio (% of working-age population),SP.POP.DPND,East Asia & Pacific (excluding high income),EAP,56.6278641123854,56.3117309299468,55.8726094326021,55.4626686164101,54.9254560240597,54.2357476670665,53.403491408061,52.3712515126153,51.3931385559173,50.5176670006511,49.5837981521406,48.534710054121,47.3115104622519,46.1061114400176,44.9515964364668,43.7672874381202,42.865026095218,42.3310752390619,41.9452851978867,41.684921854005,41.5352902281762
Age dependency ratio (% of working-age population),SP.POP.DPND,East Asia & Pacific (IDA & IBRD countries),TEA,56.7799850265767,56.4599674344331,56.011738778906,55.5917466981168,55.0422353431899,54.3393094914737,53.4937228761106,52.4461021644537,51.4533864363637,50.5645923716372,49.6172055606975,48.5537348056253,47.3142677350186,46.0923219441657,44.921474576152,43.7220228832572,42.8105783790078,42.2739824843261,41.8885030993392,41.6303398358108,41.4847996352938
Age dependency ratio (% of working-age population),SP.POP.DPND,Ecuador,ECU,74.4467281463252,73.6802611344409,72.9894547377284,72.3582400208573,71.7346119690033,71.0873534241937,70.4116387734702,69.713658835543,68.9957781849478,68.2456377207165,67.4421617710654,66.5735604192115,65.6548797790695,64.7147190470677,63.7804939143466,62.8653008150236,61.9704160456036,61.114217420343,60.310148138294,59.5526221947573,58.8379332440468
